ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Nation,Nation,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,Geography,ID Geography,Slug Geography
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","2590XX","Other education, training, & library workers",2018,"2018","01000US","United States","true","true",1431,928.5536005899131,43473.54577218728,23319.195721393065,18,"other-education-training-library-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","2590XX","Other education, training, & library workers",2017,"2017","01000US","United States","true","true",1951,1084.1297025849403,59138.2819067145,28512.29908932565,26,"other-education-training-library-workers","Washington","04000US53","washington"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","392021","Nonfarm animal caretakers",2017,"2017","01000US","United States","true","true",5995,1899.3009807910385,30591.0151793161,19193.009349198564,54,"nonfarm-animal-caretakers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499021","Heating, air conditioning, & refrigeration mechanics & installers",2017,"2017","01000US","United States","true","true",5709,1853.5194670421165,57162.46663163426,10342.118329284904,62,"heating-air-conditioning-refrigeration-mechanics-installers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","271010","Artists & related workers",2017,"2017","01000US","United States","true","true",3747,1502.0415573926784,60314.46837469976,16938.600898275286,36,"artists-related-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499031","Home appliance repairers",2017,"2017","01000US","United States","true","true",479,537.2946695697534,50781.11064718163,18832.314653658927,6,"home-appliance-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","259041","Teacher assistants",2017,"2017","01000US","United States","true","true",32436,4400.972354969945,19855.339992600813,1889.9283976951112,329,"teacher-assistants","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","111021","General & operations managers",2017,"2017","01000US","United States","true","true",29648,4209.2893050191915,94027.15963977334,13076.752295919592,275,"general-operations-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","271020","Designers",2017,"2017","01000US","United States","true","true",18633,3342.310108518887,61851.348682445125,8102.547145748169,179,"designers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493090","Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",2017,"2017","01000US","United States","true","true",1995,1096.279524999985,39392.12280701754,10907.987392818612,16,"miscellaneous-vehicle-mobile-equipment-mechanics-installers-repairers","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","532010","Aircraft pilots & flight engineers",2017,"2017","01000US","United States","true","true",6811,2024.200230309777,148140.19835560123,32113.385780877292,81,"aircraft-pilots-flight-engineers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","254031","Library technicians",2017,"2017","01000US","United States","true","true",1750,1026.7961236284245,26517.130857142856,12676.106092776174,15,"library-technicians","Washington","04000US53","washington"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","559830","Military, rank not specified",2017,"2017","01000US","United States","true","true",10650,2529.775248956111,38952.53014084507,5802.1567890806955,121,"military-rank-not-specified","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","531000","Supervisors of transportation & material moving workers",2017,"2017","01000US","United States","true","true",6411,1963.9752141593806,70114.53065044455,15943.382647896993,59,"supervisors-of-transportation-material-moving-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493050","Small engine mechanics",2017,"2017","01000US","United States","true","true",1207,852.8110771425336,29335.205468102733,6688.127811324074,10,"small-engine-mechanics","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","272012","Producers & directors",2017,"2017","01000US","United States","true","true",2683,1271.2094051022045,80353.57174804324,33754.88351236262,23,"producers-directors","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","254021","Librarians",2017,"2017","01000US","United States","true","true",3814,1515.396389503383,52973.79024646041,10563.856625052817,44,"librarians","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","1110XX","Chief executives & legislators",2017,"2017","01000US","United States","true","true",26365,3971.294758339502,173844.42347809597,22579.920964830555,262,"chief-executives-legislators","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493040","Heavy vehicle & mobile equipment service technicians & mechanics",2017,"2017","01000US","United States","true","true",3679,1488.3643420174942,55526.15139983691,8816.03371433696,39,"heavy-vehicle-mobile-equipment-service-technicians-mechanics","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","272020","Athletes, coaches, umpires, & related workers",2017,"2017","01000US","United States","true","true",8076,2203.7728918683692,26765.97028231798,12850.837138749997,78,"athletes-coaches-umpires-related-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493031","Bus & truck mechanics & diesel engine specialists",2017,"2017","01000US","United States","true","true",5728,1856.5961418496745,48331.90432960894,7728.377823675423,57,"bus-truck-mechanics-diesel-engine-specialists","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","254010","Archivists, curators, & museum technicians",2017,"2017","01000US","United States","true","true",971,764.9333375182217,43371.26158599382,21059.25266683861,10,"archivists-curators-museum-technicians","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493023","Automotive service technicians & mechanics",2017,"2017","01000US","United States","true","true",14219,2921.5778969047337,45313.627610943106,10395.138112773948,123,"automotive-service-technicians-mechanics","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112011","Advertising & promotions managers",2017,"2017","01000US","United States","true","true",1645,995.5308496728643,57569.786626139816,17512.560132515755,10,"advertising-promotions-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","272040","Musicians, singers, & related workers",2017,"2017","01000US","United States","true","true",1896,1068.747764843071,23531.009493670885,12929.469409001922,24,"musicians-singers-related-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493021","Automotive body & related repairers",2017,"2017","01000US","United States","true","true",2450,1214.798921814546,43795.95755102041,9902.065848838949,22,"automotive-body-related-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","253000","Other teachers & instructors",2017,"2017","01000US","United States","true","true",20127,3472.96844147467,33677.20976797337,5971.29068683901,201,"other-teachers-instructors","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","272099","Entertainers & performers, sports & related workers, all other",2017,"2017","01000US","United States","true","true",774,682.962389439062,24772.04134366925,28737.562345214592,7,"entertainers-performers-sports-related-workers-all-other","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499044","Millwrights",2017,"2017","01000US","United States","true","true",1374,909.875785725353,69128.2365356623,15241.334182947468,14,"millwrights","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","532020","Air traffic controllers & airfield operations specialists",2017,"2017","01000US","United States","true","true",767,679.8677298437811,92967.42503259452,33696.44822930656,6,"air-traffic-controllers-airfield-operations-specialists","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112020","Marketing & sales managers",2017,"2017","01000US","United States","true","true",24044,3793.7432185657412,112172.03626684412,14067.656030723196,233,"marketing-sales-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273010","Announcers",2017,"2017","01000US","United States","true","true",923,745.7921875132351,34844.938244853736,16892.114734944855,8,"announcers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","252050","Special education teachers",2017,"2017","01000US","United States","true","true",5351,1794.5561400369772,48058.37021117548,7721.669474984646,55,"special-education-teachers","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","5191XX","Miscellaneous production workers, including semiconductor processors",2017,"2017","01000US","United States","true","true",22090,3637.3538525602926,44294.66097781801,4710.139636985983,207,"miscellaneous-production-workers-including-semiconductor-processors","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493011","Aircraft mechanics & service technicians",2017,"2017","01000US","United States","true","true",11462,2624.136068757731,68541.54309893561,8332.085271451555,113,"aircraft-mechanics-service-technicians","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273020","News analysts, reporters & correspondents",2017,"2017","01000US","United States","true","true",1719,1017.6655563674142,42022.226876090754,18698.04949950018,14,"news-analysts-reporters-correspondents","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112031","Public relations & fundraising managers",2017,"2017","01000US","United States","true","true",1322,892.4989722037043,75242.17549167927,30379.519456195827,13,"public-relations-fundraising-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492098","Security & fire alarm systems installers",2017,"2017","01000US","United States","true","true",321,439.852618861704,56987.588785046726,22332.63996350568,5,"security-fire-alarm-systems-installers","Washington","04000US53","washington"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","553010","Military enlisted tactical operations & air/weapons specialists & crew members",2017,"2017","01000US","United States","true","true",5151,1760.750765373835,41302.134342846046,7437.338779548114,58,"military-enlisted-tactical-operations-airweapons-specialists-crew-members","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273031","Public relations specialists",2017,"2017","01000US","United States","true","true",2663,1266.4661807357083,62817.35486293654,17643.66025343546,24,"public-relations-specialists","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","252030","Secondary school teachers",2017,"2017","01000US","United States","true","true",13345,2830.721576509623,57155.39917572124,5396.330614488481,148,"secondary-school-teachers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492097","Electronic home entertainment equipment installers & repairers",2017,"2017","01000US","United States","true","true",719,658.2550444855244,56544.73435326843,23815.924778867044,9,"electronic-home-entertainment-equipment-installers-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273041","Editors",2017,"2017","01000US","United States","true","true",3546,1461.2417148919278,52622.149746192896,17475.555090837446,40,"editors","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","49904X","Industrial & refractory machinery mechanics",2017,"2017","01000US","United States","true","true",9481,2387.3032583097665,60761.22898428436,7021.994009033871,92,"industrial-refractory-machinery-mechanics","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113011","Administrative services managers (Legacy)",2017,"2017","01000US","United States","true","true",4314,1611.55318135193,79039.91469633751,16741.372119246083,37,"administrative-services-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492091","Avionics technicians",2017,"2017","01000US","United States","true","true",1671,1003.3636613563416,58511.95810891681,16798.53483704143,11,"avionics-technicians","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273042","Technical writers",2017,"2017","01000US","United States","true","true",2429,1209.585099787655,100812.0893371758,41472.15427917239,27,"technical-writers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","252020","Elementary & middle school teachers",2017,"2017","01000US","United States","true","true",74252,6618.062223170777,49049.018477616766,2298.5024207845618,852,"elementary-middle-school-teachers","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519198","Helpersproduction workers",2017,"2017","01000US","United States","true","true",850,715.699991924932,29218.129411764705,10397.743823350309,9,"helpersproduction-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492020","Radio & telecommunications equipment installers & repairers",2017,"2017","01000US","United States","true","true",2104,1125.8120536748368,50396.23669201521,13195.089954326088,22,"radio-telecommunications-equipment-installers-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273043","Writers & authors",2017,"2017","01000US","United States","true","true",5384,1800.072638354893,51595.95598068351,15849.137341990623,57,"writers-authors","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492011","Computer, automated teller, & office machine repairers",2017,"2017","01000US","United States","true","true",3629,1478.226487107809,64167.005511160096,15690.247768002493,33,"computer-automated-teller-office-machine-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499051","Electrical powerline installers & repairers",2017,"2017","01000US","United States","true","true",1719,1017.6655563674142,91422.31006399069,31510.013973718516,20,"electrical-powerline-installers-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113021","Computer & information systems managers",2017,"2017","01000US","United States","true","true",20224,3481.278236395838,121958.94328520569,14343.323962192964,200,"computer-information-systems-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","273090","Miscellaneous media & communication workers",2017,"2017","01000US","United States","true","true",2969,1337.192537022898,33508.26406197373,14507.686807521297,32,"miscellaneous-media-communication-workers","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","532031","Flight attendants",2017,"2017","01000US","United States","true","true",3802,1513.0131827915416,49712.227511835874,9320.762833338595,42,"flight-attendants","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","252010","Preschool & kindergarten teachers",2017,"2017","01000US","United States","true","true",16447,3141.1322134473826,29790.807928497597,8304.34124425458,146,"preschool-kindergarten-teachers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","491011","Firstline supervisors of mechanics, installers, & repairers",2017,"2017","01000US","United States","true","true",7245,2087.564990455554,56749.19806763285,8069.78953324868,66,"firstline-supervisors-of-mechanics-installers-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","274021","Photographers",2017,"2017","01000US","United States","true","true",3083,1362.6002554302831,44409.53227375932,15585.153257587743,25,"photographers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","47XXXX","Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners",2017,"2017","01000US","United States","true","true",1589,978.4468215098663,65696.86847073631,52412.36557113148,17,"miscellaneous-construction-workers-including-solar-photovoltaic-installers-septic-tank-servicers-sewer-pipe-cleaners","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","251000","Postsecondary teachers",2017,"2017","01000US","United States","true","true",29338,4187.41396146091,57551.15110096121,6648.859994119893,298,"postsecondary-teachers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","475040","Mining machine operators",2017,"2017","01000US","United States","true","true",455,523.6631044309061,27472.114285714284,14295.765331499328,5,"mining-machine-operators","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","274030","Television, video, & motion picture camera operators & editors",2017,"2017","01000US","United States","true","true",740,667.7967420509276,30299.32162162162,19053.081513354977,9,"television-video-motion-picture-camera-operators-editors","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113031","Financial managers",2017,"2017","01000US","United States","true","true",23949,3786.293292087373,94690.60691469372,12651.405744338546,238,"financial-managers","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519196","Paper goods machine setters, operators, & tenders",2017,"2017","01000US","United States","true","true",400,490.9979923275759,65154.7,31042.599740679867,6,"paper-goods-machine-setters-operators-tenders","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499052","Telecommunications line installers & repairers",2017,"2017","01000US","United States","true","true",3196,1387.32435243219,47460.13767209011,10238.04000881388,24,"telecommunications-line-installers-repairers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","2740XX","Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",2017,"2017","01000US","United States","true","true",3541,1460.212200542456,58948.69274216323,13885.211173268677,32,"broadcast-sound-engineering-technicians-radio-operators-media-communication-equipment-workers-all-other","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","232090","Miscellaneous legal support workers",2017,"2017","01000US","United States","true","true",3460,1443.4313509589365,63282.9563583815,43207.051624795895,29,"miscellaneous-legal-support-workers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","475021","Earth drillers, except oil & gas",2017,"2017","01000US","United States","true","true",405,494.05684338353666,73739.3950617284,28643.133551423154,5,"earth-drillers-except-oil-gas","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113051","Industrial production managers",2017,"2017","01000US","United States","true","true",6815,2024.793364993447,92601.6306676449,17501.770642728614,61,"industrial-production-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","291011","Chiropractors",2017,"2017","01000US","United States","true","true",1684,1007.2571821447789,90996.80166270783,62128.8654101113,19,"chiropractors","Washington","04000US53","washington"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","552010","Firstline enlisted military supervisors",2017,"2017","01000US","United States","true","true",7100,2066.612628468217,50397.14788732395,13910.06303958205,66,"firstline-enlisted-military-supervisors","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474051","Highway maintenance workers",2017,"2017","01000US","United States","true","true",2485,1223.439110837199,49036.64466800805,6560.356813443321,28,"highway-maintenance-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","291020","Dentists",2017,"2017","01000US","United States","true","true",5739,1858.3750310817443,178687.07440320612,49471.252839564055,51,"dentists","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113061","Purchasing managers",2017,"2017","01000US","United States","true","true",6549,1984.960896279648,84057.44541151321,18362.696527959604,69,"purchasing-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","232011","Paralegals & legal assistants",2017,"2017","01000US","United States","true","true",9085,2337.04909597176,52047.45118326913,6564.259922887988,94,"paralegals-legal-assistants","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474041","Hazardous materials removal workers",2017,"2017","01000US","United States","true","true",980,768.4691689948826,51209.81122448979,18833.979436291425,10,"hazardous-materials-removal-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","291031","Dietitians & nutritionists",2017,"2017","01000US","United States","true","true",1641,994.320314619848,41304.6368068251,18139.59693456975,19,"dietitians-nutritionists","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499060","Precision instrument & equipment repairers",2017,"2017","01000US","United States","true","true",1116,820.0436929172256,45824.258960573476,19045.925396151848,8,"precision-instrument-equipment-repairers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474011","Construction & building inspectors",2017,"2017","01000US","United States","true","true",1603,982.7457235806728,64291.43668122271,16330.169621471383,22,"construction-building-inspectors","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","291041","Optometrists",2017,"2017","01000US","United States","true","true",670,635.4336648369704,86399.30895522388,28617.098249568564,9,"optometrists","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533020","Bus drivers",2017,"2017","01000US","United States","true","true",13498,2846.8393777179886,32019.640020743813,4559.805451619053,146,"bus-drivers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113071","Transportation, storage, & distribution managers",2017,"2017","01000US","United States","true","true",6200,1931.4443065288915,77288.68161290322,18239.874531951835,58,"transportation-storage-distribution-managers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","291051","Pharmacists",2017,"2017","01000US","United States","true","true",7707,2152.9528054707484,96493.40910860257,13762.262216670304,81,"pharmacists","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","2310XX","Lawyers, & judges, magistrates, & other judicial workers",2017,"2017","01000US","United States","true","true",19764,3441.688718782554,134959.66813398097,20283.16654431573,205,"lawyers-judges-magistrates-other-judicial-workers","Washington","04000US53","washington"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519191","Adhesive bonding machine operators & tenders",2017,"2017","01000US","United States","true","true",722,659.6266017239147,60700.75069252078,12993.017635005073,7,"adhesive-bonding-machine-operators-tenders","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472XXX","Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",2017,"2017","01000US","United States","true","true",2683,1271.2094051022045,35206.77152441297,8925.456168460141,19,"brickmasons-blockmasons-stonemasons-reinforcing-iron-rebar-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","291060","Physicians & surgeons",2017,"2017","01000US","United States","true","true",20738,3524.9769284819995,241182.64003279005,26531.378547591292,233,"physicians-surgeons","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113121","Human resources managers",2017,"2017","01000US","United States","true","true",9674,2411.4121536622015,88298.42547033285,14559.6897501371,102,"human-resources-managers","Washington","04000US53","washington"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472221","Structural iron & steel workers",2017,"2017","01000US","United States","true","true",1998,1097.103011053107,47563.637637637636,11472.68826823181,18,"structural-iron-steel-workers","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","291071","Physician assistants",2017,"2017","01000US","United States","true","true",1611,985.1938014735642,106259.58038485413,27478.322143098427,20,"physician-assistants","Washington","04000US53","washington"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","231012","Judicial law clerks",2017,"2017","01000US","United States","true","true",810,698.6610997392927,47198.80987654321,18789.98775352172,6,"judicial-law-clerks","Washington","04000US53","washington"
